coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,zori_rent_value,year
MD-503,Annapolis/Anne Arundel County CoC,319.0,229.0,90.0,54.0,318737,300973,17764,582777,5988,5149.0,839.0,29711,72197.0,255490.41174989604,367520.28121279174,54.61,2404.803,11116.916,1663.980092532858,2020
MD-504,Howard County CoC,139.0,99.0,40.0,30.0,189779,180388,9391,328200,3718,3123.0,595.0,17817,81969.0,311207.0925136457,463384.6533124245,54.61,2404.803,11116.916,1774.3404395641999,2020
MD-505,Baltimore County CoC,712.0,496.0,216.0,188.0,454046,424267,29779,826017,12312,10095.0,2217.0,71471,66585.0,166594.50665477404,255477.15546004486,54.61,2404.803,11116.915999999997,1382.5340739256183,2020
MD-506,Carroll County CoC,130.0,107.0,23.0,28.0,95420,90766,4654,169092,1442,1283.0,159.0,8614,66901.0,239068.47195973666,344121.0669974732,54.60999999999999,2404.803,11116.916,1299.7334019620375,2020
MD-509,Frederick City & County CoC,299.0,249.0,50.0,198.0,138108,130318,7790,265161,2405,2212.0,193.0,16024,66664.0,240601.5988158146,349206.623988041,54.61,2404.803,11116.916,1523.9447712986027,2020
MD-511,Mid-Shore Regional CoC,157.0,129.0,28.0,28.0,18051,17001,1050,36972,371,322.0,49.0,3497,76528.0,197106.84185791496,328493.4954531163,54.61,2404.803,11116.916,0.0,2020
MD-513,"Wicomico, Somerset, Worcester Counties CoC",310.0,256.0,54.0,73.0,75367,68969,6398,156393,2246,1885.0,361.0,20141,49443.63368565089,115253.8578292487,201275.89614389773,54.61,2404.803,11116.916,780.4960907147977,2020
MD-601,Montgomery County CoC,670.0,567.0,103.0,10.0,559037,525071,33966,1051816,12902,11869.0,1033.0,70020,89552.0,302211.74741233705,485264.5507007192,54.61,2404.803,11116.916,1883.409074801394,2020
ME-500,Maine Balance of State CoC,2097.0,1956.0,141.0,248.0,457928,435370,22558,890334,20147,18288.0,1859.0,84728,57157.04254133842,182774.31002830877,263588.7854885458,43.09,2872.7354,9701.790399999998,1237.2915419116814,2020
MI-500,Michigan Balance of State CoC,1502.0,1230.0,272.0,124.0,216714,197433,19281,459985,6927,6396.0,531.0,59966,49945.93779362371,71039.50058076865,142989.6633438419,46.63999999999999,1940.1396,9505.7647,343.1037300788347,2020
MI-503,"St. Clair Shores, Warren/Macomb County CoC",251.0,199.0,52.0,23.0,443160,391142,52018,870791,9209,8288.0,921.0,79269,52195.0,108645.05738738374,181989.69965158522,46.64,1940.1396,9505.7647,1069.0310531272523,2020
MI-504,"Pontiac, Royal Oak/Oakland County CoC",459.0,335.0,124.0,61.0,654755,595203,59552,1253459,12457,10962.0,1495.0,97171,76941.0,158322.01352317317,261264.6341858353,46.64,1940.1396,9505.7647,1295.0455985149238,2020
MI-505,Flint/Genesee County CoC,349.0,276.0,73.0,48.0,180263,159494,20769,404794,6347,5521.0,826.0,73344,46152.0,30329.369138417445,117090.70340258289,46.64,1940.1395999999997,9505.7647,799.5557064288774,2020
MI-506,"Grand Rapids, Wyoming/Kent County CoC",923.0,837.0,86.0,185.0,357380,329198,28182,658708,11167,10161.0,1006.0,71769,57397.0,158839.22317174103,230540.99859162178,46.64,1940.1396,9505.7647,1221.8079063294254,2020
MI-507,"Portage, Kalamazoo City & County CoC",639.0,496.0,143.0,160.0,132296,122352,9944,265988,4172,3921.0,251.0,30871,52403.0,105735.09103042538,181089.94210204761,46.64,1940.1396,9505.7647,1038.3570929966893,2020
MI-508,"Lansing, East Lansing/Ingham County CoC",512.0,482.0,30.0,33.0,146981,135577,11404,290609,6176,5558.0,618.0,37873,44957.0,69733.53086347683,139455.03359158657,46.64,1940.1396,9505.7647,882.9538081128909,2020
MI-509,Washtenaw County CoC,274.0,257.0,17.0,59.0,194032,181053,12979,366473,6060,5332.0,728.0,41374,63655.0,180718.36777121833,295302.02492539946,46.63999999999999,1940.1396,9505.7647,1577.640269797524,2020
MI-510,Saginaw City & County CoC,431.0,421.0,10.0,22.0,84794,76066,8728,189868,4074,3788.0,286.0,29160,45328.0,36434.66784171735,96741.58561200694,46.64,1940.1396,9505.7647,0.0,2020
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",211.0,183.0,28.0,54.0,49216,44967,4249,93592,725,630.0,95.0,8019,56861.0,148185.90561785747,245663.5331552974,46.64,1940.1396,9505.7647,0.0,2020
MI-514,Battle Creek/Calhoun County CoC,229.0,182.0,47.0,58.0,62032,55821,6211,133580,2346,2064.0,282.0,19661,44729.0,49284.66237336539,108085.84424829134,46.64,1940.1396,9505.7647,0.0,2020
MI-515,Monroe City & County CoC,184.0,182.0,2.0,17.0,74492,67671,6821,150568,1904,1751.0,153.0,14444,52028.0,109463.86975087062,177433.62662478272,46.64,1940.1396,9505.7647,0.0,2020
MI-516,"Norton Shores, Muskegon City & County CoC",129.0,122.0,7.0,9.0,77752,68560,9192,173883,2530,2277.0,253.0,20887,44000.0,70502.68169768287,142680.43087017897,46.64,1940.1396,9505.7647,0.0,2020
MI-517,Jackson City & County CoC,100.0,75.0,25.0,6.0,74670,67766,6904,156920,2502,2326.0,176.0,18835,44889.0,72611.52226250625,146314.94598545917,46.64,1940.1396,9505.7647,705.918387769349,2020
MI-518,Livingston County CoC,47.0,47.0,0.0,1.0,101006,92311,8695,192335,395,355.0,40.0,10151,62622.0,187524.56736111944,279663.36217101547,46.64,1940.1396000000002,9505.7647,1429.7802264906811,2020
MI-519,Holland/Ottawa County CoC,270.0,262.0,8.0,8.0,160033,148750,11283,294635,1041,968.0,73.0,19048,52759.0,174723.83816565256,240371.65727843653,46.64,1940.1396,9505.7647,1090.1446283581258,2020
MI-523,Eaton County CoC,111.0,110.0,1.0,1.0,56349,51903,4446,110148,1104,982.0,122.0,8409,47407.0,116238.57505100043,182993.58585057172,46.64,1940.1396000000002,9505.7647,0.0,2020
MN-500,Minneapolis/Hennepin County CoC,3049.0,2407.0,642.0,711.0,717935,670358,47577,1268408,26220,24122.0,2098.0,115824,79183.0,214787.02781938692,307794.7309845439,42.98,3158.3199,11621.652,1514.9195382716027,2020
MN-501,St. Paul/Ramsey County CoC,1630.0,1292.0,338.0,417.0,291543,271062,20481,547903,15705,14291.0,1414.0,66975,58557.0,187723.89905039626,258333.1968066725,42.98,3158.3199,11621.652,1263.1720064513233,2020
MN-502,Rochester/Southeast Minnesota CoC,459.0,393.0,66.0,79.0,182723,172958,9765,318174,4867,4402.0,465.0,25765,56822.50211519483,148711.7583006386,218770.79590151377,42.98,3158.3199,11621.652,628.4394950185972,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",561.0,415.0,146.0,115.0,739814,694897,44917,1314458,10136,9373.0,763.0,67595,64778.66356931906,224308.53009279654,307909.73030599876,42.98,3158.3198999999995,11621.652,1479.7501408571761,2020
MN-505,St. Cloud/Central Minnesota CoC,864.0,466.0,398.0,142.0,267544,251545,15999,483485,3749,3379.0,370.0,32775,51937.03951932325,178392.68956365704,248609.30078488844,42.98,3158.3199,11621.652,797.5294680046794,2020
MN-506,Northwest Minnesota CoC,320.0,317.0,3.0,60.0,16446,15502,944,30900,1141,924.0,217.0,3153,55849.0,85079.42330124711,168075.10263935718,42.98,3158.3199,11621.652,0.0,2020
MN-508,Moorhead/West Central Minnesota CoC,223.0,223.0,0.0,32.0,36746,35138,1608,64690,1407,1181.0,226.0,5439,47522.0,151489.08314593657,218427.9296120597,42.98,3158.3199,11621.652,0.0,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",540.0,452.0,88.0,134.0,195221,184898,10323,385652,2897,2340.0,557.0,48424,46498.02709696825,108939.00748438062,171295.99038777925,54.699999999999996,1688.7921,8510.9971,728.8212690823794,2020
MO-602,"Joplin/Jasper, Newton Counties CoC",313.0,243.0,70.0,56.0,55795,52603,3192,121648,2018,1856.0,162.0,18117,42488.0,76004.11024963419,136963.49605293712,54.7,1688.7921,8510.9971,0.0,2020
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",241.0,199.0,42.0,86.0,43592,41434,2158,86530,1955,1779.0,176.0,10789,42653.0,49351.565040273796,107114.82995327888,54.7,1688.7921,8510.9971,0.0,2020
MO-606,Missouri Balance of State CoC,1569.0,917.0,652.0,260.0,385599,363317,22282,775988,7662,6656.0,1006.0,83585,46534.695728542196,112095.46155663689,180609.6966344881,54.7,1688.7921,8510.9971,792.9302273178445,2020
MS-500,"Jackson/Rankin, Madison Counties CoC",406.0,293.0,113.0,80.0,229259,212478,16781,490812,9219,8659.0,560.0,85217,50419.177012786975,80525.68987071695,146881.99077707288,63.5,2211.0543,9363.972,1111.6113853669985,2020
MS-501,Mississippi Balance of State CoC,447.0,220.0,227.0,63.0,202522,189419,13103,431646,4396,4068.0,328.0,62977,43885.09622005069,117005.09589152288,188914.41733537795,63.5,2211.0543,9363.972,576.5274604926642,2020
MS-503,Gulf Port/Gulf Coast Regional CoC,254.0,68.0,186.0,3.0,144602,131052,13550,352603,8954,8356.0,598.0,53291,41550.7210205245,75058.07830706342,141409.40256427292,63.5,2211.0543000000002,9363.972,1027.6045445224404,2020
MT-500,Montana Statewide CoC,1545.0,1085.0,460.0,223.0,362460,341302,21158,694032,10732,9250.0,1482.0,74252,55692.31066867234,225152.0501044256,318442.1262897183,44.18,2268.1595,9576.8284,527.2087481680886,2020
NC-500,Winston-Salem/Forsyth County CoC,504.0,447.0,57.0,136.0,179835,166784,13051,383843,7840,6664.0,1176.0,48382,51323.0,95450.67881082807,173544.0219349946,58.7,1625.9191,8957.2366,1213.9845003273797,2020
NC-501,Asheville/Buncombe County CoC,547.0,482.0,65.0,110.0,133240,122360,10880,263477,4451,3872.0,579.0,35693,53309.0,211066.63516930552,306077.0456392416,58.7,1625.9191,8957.2366,1325.0173794635496,2020
NC-502,Durham City & County CoC,349.0,272.0,77.0,61.0,169008,158365,10643,327306,5623,4892.0,731.0,36583,54056.0,182899.50164929617,267623.61918988667,58.699999999999996,1625.9191,8957.2366,1286.5374322577666,2020
NC-503,North Carolina Balance of State CoC,3185.0,2189.0,996.0,324.0,1435995,1337176,98819,3296793,33540,29917.0,3623.0,390694,46906.712087170774,115684.64619231447,201345.0365972447,58.70000000000001,1625.9191,8957.2366,786.1086370316146,2020
NC-504,"Greensboro, High Point CoC",624.0,434.0,190.0,33.0,251807,230764,21043,540521,10653,9161.0,1492.0,69163,49856.0,87203.65880800512,170360.6679430245,58.7,1625.9191,8957.2366,1105.1625887223404,2020
NC-505,Charlotte/Mecklenburg County CoC,1604.0,1390.0,214.0,286.0,605131,559368,45763,1128945,10849,10523.0,326.0,122098,65244.0,184808.8411044815,269207.1897836271,58.7,1625.9191,8957.2366,1346.8427274710448,2020
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",350.0,231.0,119.0,52.0,197504,182857,14647,450323,4663,3548.0,1115.0,47789,48109.8020820611,174548.79975691164,271772.51759963715,58.7,1625.9191,8957.2366,1054.464427310088,2020
NC-507,Raleigh/Wake County CoC,974.0,742.0,232.0,103.0,571230,535082,36148,1132271,7423,7126.0,297.0,82129,65450.0,221330.46624146297,327724.4156305902,58.7,1625.9191,8957.2366,1327.9806007311017,2020
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",325.0,140.0,185.0,78.0,149233,138111,11122,314665,3226,3017.0,209.0,36612,45814.46127151097,116982.17971990714,203612.03060968366,58.7,1625.9191,8957.2366,1192.325016848452,2020
NC-511,Fayetteville/Cumberland County CoC,297.0,132.0,165.0,40.0,123440,112009,11431,336364,4146,3855.0,291.0,58933,42992.0,62645.54974449307,128265.66778479399,58.7,1625.9191,8957.2366,957.8512384881614,2020
NC-513,Chapel Hill/Orange County CoC,124.0,105.0,19.0,13.0,76140,72149,3991,149077,1197,1005.0,192.0,14297,67089.0,185500.2975666289,318885.6003249191,58.7,1625.9191,8957.2366,1363.6458728450652,2020
ND-500,North Dakota Statewide CoC,541.0,507.0,34.0,92.0,286194,271966,14228,524006,10242,7987.0,2255.0,48921,60985.80734762579,153271.48414461128,233214.04936061686,40.8,2156.516,12354.657,617.5169836201363,2020
NE-500,Nebraska Balance of State CoC,542.0,517.0,25.0,19.0,84825,80996,3829,155107,3172,2835.0,337.0,15649,50460.88103696158,90036.20533103163,152121.05298907595,49.88,1495.0636,9752.031,0.0,2020
NE-501,"Omaha, Council Bluffs CoC",1405.0,1328.0,77.0,338.0,449028,426864,22164,856516,13036,11563.0,1473.0,72720,61466.43595682976,135772.19394587065,209274.22097436443,49.69040550322469,1580.055478656324,9895.139650224866,892.8605903008561,2020
NH-500,New Hampshire Balance of State CoC,877.0,632.0,245.0,340.0,454451,425344,29107,805648,11339,10576.0,763.0,51277,68299.51944397553,214689.69816409203,308505.8002124972,44.489999999999995,1875.913,8894.5312,891.8323253677146,2020
NJ-500,Atlantic City & County CoC,443.0,286.0,157.0,146.0,124023,102850,21173,262945,7613,6775.0,838.0,35571,55802.0,117864.475693726,204162.51043184506,51.93,2128.8195,10246.725,1371.9588913243397,2020
NJ-501,Bergen County CoC,352.0,346.0,6.0,9.0,495140,449744,45396,930394,11582,10887.0,695.0,59225,91972.0,353582.8281533088,484858.73395707755,51.93,2128.8195,10246.725,2215.8266339242896,2020
NJ-502,Burlington County CoC,553.0,528.0,25.0,97.0,239790,220858,18932,446596,1802,1747.0,55.0,25900,67154.0,156783.3646947622,248047.11610550192,51.93,2128.8195,10246.725,1559.0233228387533,2020
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1047.0,800.0,247.0,265.0,491201,444457,46744,947062,19790,18629.0,1161.0,99956,57242.33051690386,112062.1088065732,188825.07342423114,51.93,2128.8195,10246.725,1263.9308741314887,2020
NJ-504,Newark/Essex County CoC,2209.0,1796.0,413.0,313.0,388321,344710,43611,800501,34532,30733.0,3799.0,111465,70497.0,259558.40971151987,409580.46748165885,51.93,2128.8195,10246.725,1652.2492381393606,2020
NJ-506,"Jersey City, Bayonne/Hudson County CoC",944.0,646.0,298.0,314.0,373507,335570,37937,671666,24123,22916.0,1207.0,86854,71682.0,296470.0009747105,451889.20545186056,51.93000000000001,2128.8195,10246.725,2395.880199822977,2020
NJ-507,New Brunswick/Middlesex County CoC,666.0,565.0,101.0,90.0,447575,409642,37933,822736,10252,9841.0,411.0,59132,66640.0,245974.3387739358,350910.0304785887,51.92999999999999,2128.8195,10246.725,1909.0298241776836,2020
NJ-508,Monmouth County CoC,399.0,340.0,59.0,88.0,337006,308222,28784,618381,10621,9665.0,956.0,35894,86091.0,288853.544839934,442651.01392162853,51.93,2128.8195,10246.725,2145.089983410248,2020
NJ-509,Morris County CoC,354.0,325.0,29.0,51.0,261858,242323,19535,491087,3841,3610.0,231.0,22653,102227.0,302105.6329978746,440936.1020831295,51.93,2128.8195,10246.725,2225.781013214239,2020
NJ-510,Lakewood Township/Ocean County CoC,349.0,324.0,25.0,44.0,289547,263207,26340,614237,5728,5498.0,230.0,63592,57344.0,199337.66814793297,311894.3150533022,51.93,2128.8195,10246.725,1974.4312727606587,2020
NJ-511,Paterson/Passaic County CoC,583.0,393.0,190.0,122.0,253441,222723,30718,500382,11904,10713.0,1191.0,83071,55775.0,258587.04865151233,355161.20869648893,51.93000000000001,2128.8195,10246.725,1809.2234466319987,2020
NJ-512,Salem County CoC,32.0,22.0,10.0,9.0,30636,27807,2829,62451,1462,1418.0,44.0,7466,54578.0,75425.14323807659,153966.81040107802,51.93,2128.8195,10246.725,0.0,2020
NJ-513,Somerset County CoC,342.0,332.0,10.0,18.0,174553,161515,13038,329331,2266,2175.0,91.0,15563,112825.0,275194.8883300714,420857.3268169328,51.92999999999999,2128.8195,10246.725,1966.726073297246,2020
NJ-514,Trenton/Mercer County CoC,556.0,451.0,105.0,71.0,211802,196545,15257,367239,7937,7381.0,556.0,33028,74218.0,122928.19033376484,258389.750412623,51.93,2128.8195,10246.725,1903.1832512641558,2020
NJ-515,Elizabeth/Union County CoC,484.0,419.0,65.0,42.0,286019,258755,27264,555394,9609,8744.0,865.0,50517,72543.0,265994.64983708295,381876.03422244155,51.93,2128.8195,10246.725,1968.3168033225843,2020
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",349.0,308.0,41.0,64.0,200007,183849,16158,370423,3608,3463.0,145.0,19957,74924.30373923866,192590.3547554263,300876.7988822389,51.93,2128.8195,10246.725,973.0884095775671,2020
NM-501,New Mexico Balance of State CoC,1747.0,1055.0,692.0,981.0,261319,240713,20606,605633,6370,5003.0,1367.0,89354,48189.56538365644,141860.53330665626,225988.8556340842,53.07000000000001,3487.5088,11192.454999999998,673.3460387911962,2020
NV-500,Las Vegas/Clark County CoC,5283.0,1822.0,3461.0,1131.0,1106764,935250,171514,2315963,16210,16047.0,163.0,301418,51244.0,218081.00701410414,308337.9916388492,57.3,1524.2828,8675.1879,1383.2060652170246,2020
NV-501,"Reno, Sparks/Washoe County CoC",1231.0,772.0,459.0,148.0,248708,228218,20490,477082,4979,4481.0,498.0,47922,66076.0,286322.3351351035,401355.0973473768,57.3,1524.2828,8675.1879,1589.2471623226193,2020
NV-502,Nevada Balance of State CoC,386.0,97.0,289.0,90.0,62337,56498,5839,155461,832,664.0,168.0,16358,54090.00127363133,226296.74982703716,332209.12529348396,57.29999999999999,1524.2828,8675.1879,0.0,2020
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",815.0,771.0,44.0,96.0,367856,337779,30077,740900,18433,16774.0,1659.0,100122,58299.0,110939.39087108812,172571.05481706883,48.17,4119.0055,15372.859,1083.7369065184096,2020
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",252.0,231.0,21.0,15.0,42899,39530,3369,94657,1779,1601.0,178.0,11291,50331.0,60471.31256773774,110113.83942627338,48.17,4119.0055,15372.859000000002,0.0,2020
NY-503,Albany City & County CoC,820.0,766.0,54.0,116.0,159996,148962,11034,303654,8764,7537.0,1227.0,32736,66632.0,172911.83837571568,246248.15020019514,48.17,4119.0055,15372.859,1260.938405416305,2020
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",618.0,598.0,20.0,53.0,315026,289630,25396,651589,15524,13988.0,1536.0,81251,55443.91831507284,94873.15523246536,149072.3484172637,48.17,4119.0055,15372.859,821.3116698196513,2020
NY-507,Schenectady City & County CoC,434.0,409.0,25.0,17.0,78680,72622,6058,155358,3755,3529.0,226.0,16562,58210.0,131606.41970887806,193644.1565087078,48.17,4119.0055,15372.858999999999,1040.8176220327139,2020
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",872.0,839.0,33.0,29.0,547457,496510,50947,1125637,29609,26550.0,3059.0,141872,55777.51676961578,115469.9986459687,182027.45152398286,48.17,4119.0055,15372.859000000002,967.1416669717137,2020
NY-510,Ithaca/Tompkins County CoC,133.0,99.0,34.0,60.0,49802,46903,2899,101058,2727,2536.0,191.0,10927,49486.0,148938.26633248088,228427.69598324096,48.17,4119.0055,15372.859,1344.4479011059884,2020
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",317.0,301.0,16.0,39.0,156614,144293,12321,343198,4287,3662.0,625.0,49351,49054.96495608949,77515.64663986584,126804.4626688401,48.17,4119.0055,15372.859000000002,549.9924357011241,2020
NY-512,Troy/Rensselaer County CoC,232.0,218.0,14.0,14.0,82398,76864,5534,158108,3510,2843.0,667.0,15925,54748.0,139577.3370685988,204969.7641190994,48.17,4119.0055,15372.858999999999,1127.2382875439791,2020
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",301.0,294.0,7.0,67.0,56020,52127,3893,110091,1959,1684.0,275.0,9389,59335.0,118320.53192822203,189279.90037650173,48.169999999999995,4119.0055,15372.859000000002,1534.5083314420099,2020
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",191.0,177.0,14.0,23.0,136145,125614,10531,297824,6985,5989.0,996.0,33538,49949.21172235951,85532.57442009101,140835.7103398432,48.17,4119.0055,15372.859,0.0,2020
NY-519,"Columbia, Greene Counties CoC",170.0,169.0,1.0,1.0,31049,29203,1846,59534,817,694.0,123.0,5961,60859.0,174411.88168434505,264255.4055039038,48.17,4119.0055,15372.859,0.0,2020
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",67.0,48.0,19.0,7.0,44340,40621,3719,108095,2745,2552.0,193.0,13411,53964.0,83607.63592667208,147260.38127901714,48.17,4119.0055,15372.859,1183.3942075794105,2020
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",308.0,297.0,11.0,52.0,122095,114247,7848,230298,2381,2047.0,334.0,14249,77398.0,197063.02036267202,286559.8440373042,48.17,4119.0055,15372.858999999999,1359.7357887849237,2020
NY-600,New York City CoC,77943.0,74039.0,3904.0,6460.0,4078556,3580930,497626,8253213,393068,360551.0,32517.0,1311496,82096.8897132547,329481.91620403784,615133.6766503634,48.17,4119.0055,15372.858999999999,2484.030627623709,2020
NY-601,Poughkeepsie/Dutchess County CoC,591.0,581.0,10.0,7.0,145395,134736,10659,293293,4794,4074.0,720.0,22960,62319.0,222701.05358230742,308026.81394848326,48.17,4119.0055,15372.859,1561.2397845729427,2020
NY-602,"Newburgh, Middletown/Orange County CoC",471.0,388.0,83.0,68.0,187690,172718,14972,385234,5413,4709.0,704.0,39859,57688.0,186162.27077976428,277569.36935616436,48.17,4119.0055,15372.859000000002,1582.2203461507886,2020
